Species,FlowerID,Trait
Pimpinella xizangensis,F00835,I
Pimpinella yunnanensis,F00836,I
Pleurospermopsis bicolor,F00837,I
Pleurospermopsis sikkimensis,F00838,I
Pleurospermum albimarginatum,F00839,I
Pleurospermum angelicoides,F00840,I
Pleurospermum aromaticum,F00841,I
Pleurospermum longicarpum,F00843,I
Pleurospermum microphyllum,F00844,I
Pleurospermum microsciadium,F00845,I
Pleurospermum rivulorum,F00846,I
Pleurospermum rotundatum,F00847,I
Pleurospermum rupestre,F00848,I
Pleurospermum simplex,F00849,I
Pleurospermum souliei,F00850,I
Pleurospermum tripartitum,F00851,I
Pleurospermum uralense,F00852,I
Prangos cachroides,F00853,I
Prangos didyma,F00854,I
Prangos herderi,F00855,I
Prangos ledebourii,F00856,I
Pternopetalum botrychioides,F00857,I
Pternopetalum caespitosum,F00858,I
Pternopetalum cardiocarpum,F00859,I
Pternopetalum cartilagineum,F00860,I
Pternopetalum davidii,F00861,I
Pternopetalum delavayi,F00862,I
Pternopetalum delicatulum,F00863,I
Pternopetalum filicinum,F00864,I
Pternopetalum gracillimum,F00865,I
Pternopetalum heterophyllum,F00866,I
Pternopetalum leptophyllum,F00867,I
Pternopetalum longicaule,F00868,I
Pternopetalum molle,F00869,I
Pternopetalum nudicaule,F00870,I
Pternopetalum paucifoliolatum,F00871,I
Pternopetalum porphyronotum,F00872,I
Pternopetalum rosthornii,F00873,I
Pternopetalum sinense,F00874,I
Pternopetalum subalpinum,F00875,I
Pternopetalum tanakae,F00876,I
Pternopetalum trichomanifolium,F00877,I
Pternopetalum trifoliatum,F00878,I
Pternopetalum vulgare,F00879,I
Pternopetalum wolffianum,F00880,I
Pternopetalum yiliangense,F00881,I
Pterygopleurum neurophyllum,F00882,I
Ptilimnium costatum,F00883,I
Rupiphila tachiroei,F00884,I
Sanicula astrantiifolia,F00885,I
Sanicula caerulescens,F00886,I
Sanicula chinensis,F00887,I
Sanicula elata,F00888,I
Sanicula elongata,F00889,I
Sanicula giraldii,F00890,I
Sanicula hacquetioides,F00891,I
Sanicula lamelligera,F00892,I
Sanicula orthacantha,F00893,I
Sanicula oviformis,F00894,I
Sanicula pengshuiensis,F00895,I
Sanicula petagnioides,F00896,I
Sanicula rubriflora,F00897,I
Sanicula rugulosa,F00898,I
Sanicula serrata,F00899,I
Sanicula tienmuensis,F00900,I
Sanicula tuberculata,F00901,I
Saposhnikovia divaricata,F00902,I
Scandix stellata,F00903,I
Schrenkia vaginata,F00904,I
Schulzia albiflora,F00905,I
Schulzia crinita,F00906,I
Schulzia dissecta,F00907,I
Schulzia prostrata,F00908,I
Selinum cryptotaenium,F00909,I
Selinum longicalycium,F00910,I
Semenovia dasycarpa,F00911,I
Semenovia gyirongensis,F00912,I
Semenovia malcolmii,F00913,I
Semenovia montana,F00914,I
Semenovia pimpinelloides,F00915,I
Semenovia rubtzovii,F00916,I
Semenovia transiliensis,F00917,I
Seseli aemulans,F00918,I
Seseli asperulum,F00919,I
Seseli coronatum,F00920,I
Seseli delavayi,F00921,I
Seseli eriocephalum,F00922,I
Seseli glabratum,F00923,I
Seseli incisodentatum,F00924,I
Seseli intramongolicum,F00925,I
Seseli junatovii,F00926,I
Seseli mairei,F00927,I
Seseli nortonii,F00928,I
Seseli purpureovaginatum,F00929,I
Seseli sandbergiae,F00930,I
Seseli sessiliflorum,F00931,I
Seseli squarrulosum,F00932,I
Seseli strictum,F00933,I
Seseli togasii,F00934,I
Seseli valentinae,F00935,I
Seseli yunnanense,F00936,I
Seselopsis tianschanica,F00937,I
Silaum silaus,F00938,I
Sinocarum coloratum,F00939,I
Sinocarum cruciatum,F00940,I
Sinocarum dolichopodum,F00941,I
Sinocarum filicinum,F00942,I
Sinocarum muliense,F00943,I
Sinocarum pauciradiatum,F00944,I
Sinocarum pityophilum,F00945,I
Sinocarum schizopetalum,F00946,I
Sinocarum vaginatum,F00947,I
Sinolimprichtia alpina,F00948,I
Sium crispulifolium,F00949,I
Sium latifolium,F00950,I
Sium medium,F00951,I
Sium serrum,F00952,I
Sium sisaroideum,F00953,I
Sium suave,F00954,I
Sium ventricosum,F00955,I
Sphallerocarpus gracilis,F00956,I
Spuriopimpinella arguta,F00957,I
Spuriopimpinella brachycarpa,F00958,I
Spuriopimpinella brachystyla,F00959,I
Spuriopimpinella calycina,F00960,I
Spuriopimpinella komarovii,F00961,I
Spuriopimpinella koreana,F00962,I
Stenocoelium popovii,F00963,I
Stenocoelium trichocarpum,F00964,I
Tetrataenium bivittatum,F00965,I
Tetrataenium mianguaqi,F00966,I
Tetrataenium nepalense,F00967,I
Tetrataenium olgae,F00968,I
Tetrataenium sublineare,F00969,I
Tetrataenium wallichii,F00970,I
Tetrataenium yunnanense,F00971,I
Tilingia ajanensis,F00972,I
Tongoloa arguta,F00973,I
Tongoloa dunnii,F00974,I
Tongoloa elata,F00975,I
Tongoloa filicaudicis,F00976,I
Tongoloa gracilis,F00977,I
Tongoloa loloensis,F00978,I
Tongoloa napifera,F00979,I
Tongoloa pauciradiata,F00980,I
Tongoloa rockii,F00981,I
Tongoloa rubronervis,F00982,I
Tongoloa silaifolia,F00983,I
Tongoloa smithii,F00984,I
Tongoloa stewardii,F00985,I
Tongoloa taeniophylla,F00986,I
Tongoloa tagongensis,F00987,I
Tongoloa tenuifolia,F00988,I
Tongoloa zhongdianensis,F00989,I
Tordyliopsis brunonis,F00990,I
Torilis japonica,F00991,I
Torilis scabra,F00992,I
Trachydium involucellatum,F00993,I
Trachydium roylei,F00994,I
Trachydium simplicifolium,F00995,I
Trachydium subnudum,F00996,I
Trachydium tibetanicum,F00997,I
Trachydium trifoliatum,F00998,I
Trachyspermum ammi,F00999,I
Trachyspermum roxburghianum,F01000,I
Trachyspermum scaberulum,F01001,I
Trachyspermum triradiatum,F01002,I
Turgenia latifolia,F01003,I
Vicatia atrosanguinea,F01004,I
Vicatia bipinnata,F01005,I
Vicatia coniifolia,F01006,I
Vicatia thibetica,F01007,I
Visnaga daucoides,F01008,I
Zosima korovinii,F01009,I
Aralia apioides,F01010,I
Aralia armata,F01011,I
Aralia atropurpurea,F01012,I
Aralia bipinnata,F01013,I
Aralia caesia,F01014,I
Aralia chinensis,F01016,I
Aralia continentalis,F01017,I
Aralia cordata,F01018,I
Aralia dasyphylla,F01019,I
Aralia debilis,F01020,I
Aralia decaisneana,F01021,I
Aralia delavayi,F01022,I
Aralia echinocaulis,F01023,I
Aralia elata,F01024,I
Aralia fargesii,F01025,I
Aralia finlaysoniana,F01026,I
Aralia foliolosa,F01027,I
Aralia franchetii,F01028,I
Aralia gigantea,F01029,I
Aralia gintungensis,F01030,I
Aralia henryi,F01032,I
Aralia hypoglauca,F01033,I
Aralia leschenaultii,F01035,I
Aralia officinalis,F01037,I
Aralia parasitica,F01038,I
Aralia plumosa,F01039,I
Aralia scaberula,F01040,I
Aralia searelliana,F01041,I
Aralia spinifolia,F01043,I
Aralia stipulata,F01044,I
Aralia subcordata,F01045,I
Aralia thomsonii,F01046,I
Aralia tibetana,F01047,I
Aralia tomentella,F01048,I
Aralia undulata,F01049,I
Aralia vietnamensis,F01051,I
Aralia wilsonii,F01052,I
Brassaiopsis angustifolia,F01053,I
Brassaiopsis bodinieri,F01054,I
Brassaiopsis chengkangensis,F01055,I
Brassaiopsis ciliata,F01056,I
Brassaiopsis dumicola,F01057,I
Brassaiopsis fatsioides,F01058,I
Brassaiopsis ferruginea,F01059,I
Brassaiopsis ficifolia,F01060,I
Brassaiopsis glomerulata,F01061,I
Brassaiopsis gracilis,F01062,I
Brassaiopsis grushvitzkyi,F01063,I
Brassaiopsis hainla,F01064,I
Brassaiopsis hispida,F01065,I
Brassaiopsis kwangsiensis,F01066,I
Brassaiopsis moumingensis,F01067,I
Brassaiopsis producta,F01068,I
Brassaiopsis pseudoficifolia,F01069,I
Brassaiopsis quercifolia,F01070,I
Brassaiopsis shweliensis,F01071,I
Brassaiopsis simplicifolia,F01072,I
Brassaiopsis stellata,F01073,I
Brassaiopsis tibetana,F01074,I
Brassaiopsis triloba,F01075,I
Brassaiopsis tripteris,F01076,I
Chengiopanax fargesii,F01077,I
Dendropanax bilocularis,F01078,I
Dendropanax burmanicus,F01079,I
Dendropanax caloneurus,F01080,I
Dendropanax chevalieri,F01081,I
Dendropanax confertus,F01082,I
Dendropanax dentiger,F01083,I
Dendropanax hainanensis,F01084,I
Dendropanax kwangsiensis,F01085,I
Dendropanax oligodontus,F01086,I
Dendropanax pellucidopunctatus,F01087,D
Dendropanax productus,F01088,I
Dendropanax proteus,F01089,I
Dendropanax stellatus,F01090,I
Dendropanax trifidus,F01091,D
Eleutherococcus baoxinensis,F01092,I
Eleutherococcus brachypus,F01093,I
Eleutherococcus cissifolius,F01094,I
Eleutherococcus eleutheristylus,F01095,D
Eleutherococcus giraldii,F01096,I
Eleutherococcus henryi,F01097,I
Eleutherococcus lasiogyne,F01098,I
Eleutherococcus leucorrhizus,F01099,I
Eleutherococcus nodiflorus,F01100,I
Eleutherococcus rehderianus,F01101,D
Eleutherococcus scandens,F01102,I
Eleutherococcus senticosus,F01103,I
Eleutherococcus sessiliflorus,F01104,I
Eleutherococcus setosus,F01105,I
Eleutherococcus setulosus,F01106,I
Eleutherococcus trifoliatus,F01107,I
Eleutherococcus verticillatus,F01108,I
Eleutherococcus wilsonii,F01109,I
Fatsia japonica,F01110,I
Fatsia polycarpa,F01111,I
Gamblea ciliata,F01112,I
Gamblea pseudoevodiifolia,F01113,I
Hedera nepalensis,F01115,I
Hedera rhombea,F01116,I
Heptapleurum arboricola,F01117,I
Heptapleurum bodinieri,F01118,I
Heptapleurum brevipedicellatum,F01119,I
Heptapleurum chapanum,F01121,I
Heptapleurum chinense,F01122,D
Heptapleurum delavayi,F01123,I
Heptapleurum elatum,F01124,I
Heptapleurum ellipticum,F01125,I
Heptapleurum fengii,F01126,I
Heptapleurum hainanense,F01129,I
Heptapleurum heptaphyllum,F01130,I
Heptapleurum hypoleucoides,F01132,I
Heptapleurum hypoleucum,F01133,I
Heptapleurum insigne,F01134,I
Heptapleurum khasianum,F01135,I
Heptapleurum leucanthum,F01136,I
Heptapleurum macrophyllum,F01138,I
Heptapleurum marlipoense,F01139,D
Heptapleurum metcalfianum,F01140,I
Heptapleurum minutistellatum,F01141,I
Heptapleurum multinervium,F01142,I
Heptapleurum parvifoliolatum,F01144,I
Heptapleurum pauciflorum,F01145,I
Heptapleurum petelotii,F01147,I
Heptapleurum shweliense,F01149,I
Heptapleurum taiwanianum,F01150,I
Heptapleurum wardii,F01151,I
Heteropanax brevipedicellatus,F01153,I
Heteropanax chinensis,F01154,I
Heteropanax fragrans,F01155,I
Heteropanax hainanensis,F01156,I
Heteropanax nitentifolius,F01157,I
Heteropanax yunnanensis,F01158,I
Hydrocotyle benguetensis,F01159,I
Hydrocotyle calcicola,F01160,I
Hydrocotyle changanensis,F01161,I
Hydrocotyle dichondroides,F01162,I
Hydrocotyle dielsiana,F01163,I
Hydrocotyle himalaica,F01164,I
Hydrocotyle hookeri,F01165,I
Hydrocotyle javanica,F01166,I
Hydrocotyle nepalensis,F01167,I
Hydrocotyle peltiformis,F01168,I
Hydrocotyle petiformis,F01169,I
Hydrocotyle pseudoconferta,F01170,I
Hydrocotyle ramiflora,F01171,I
Hydrocotyle salwinica,F01172,I
Hydrocotyle setulosa,F01173,I
Hydrocotyle sibthorpioides,F01174,I
Hydrocotyle wilfordii,F01175,I
Hydrocotyle wilsonii,F01176,I
Kalopanax septemlobus,F01177,I
Macropanax chienii,F01178,I
Macropanax decandrus,F01179,I
Macropanax dispermus,F01180,I
Macropanax paucinervis,F01181,I
Macropanax rosthornii,F01182,I
Macropanax serratifolius,F01183,I
Macropanax undulatus,F01184,I
Merrilliopanax alpinus,F01185,I
Merrilliopanax listeri,F01186,I
Metapanax davidii,F01188,I
Metapanax delavayi,F01189,I
Oplopanax elatus,F01190,I
Osmoxylon pectinatum,F01191,I
Panax ginseng,F01193,I
Panax notoginseng,F01194,I
Panax pseudoginseng,F01195,D
Panax quinquefolius,F01196,D
Panax stipuleanatus,F01197,D
Panax zingiberensis,F01200,D
Polyscias cumingiana,F01201,I
Polyscias fruticosa,F01202,I
Polyscias guilfoylei,F01203,I
Polyscias nodosa,F01204,I
Polyscias scutellaria,F01205,I
Sinopanax formosanus,F01206,I
Tetrapanax papyrifer,F01207,I
Trevesia palmata,F01208,I
Pittosporum angustilimbum,F01209,I
Pittosporum balansae,F01210,I
Pittosporum brevicalyx,F01211,I
Pittosporum crispulum,F01212,I
Pittosporum daphniphylloides,F01213,I
Pittosporum elevaticostatum,F01214,I
Pittosporum fulvipilosum,F01215,I
Pittosporum glabratum,F01216,I
Pittosporum henryi,F01217,I
Pittosporum heterophyllum,F01218,I
Pittosporum illicioides,F01219,I
Pittosporum johnstonianum,F01220,I
Pittosporum kerrii,F01221,I
Pittosporum kunmingense,F01222,I
Pittosporum kwangsiense,F01223,I
Pittosporum kweichowense,F01224,D
Pittosporum lenticellatum,F01225,I
Pittosporum leptosepalum,F01226,I
Pittosporum maoshanense,F01227,I
Pittosporum napaulense,F01229,I
Pittosporum oligophlebium,F01230,I
Pittosporum omeiense,F01231,I
Pittosporum paniculiferum,F01232,I
Pittosporum parvicapsulare,F01233,I
Pittosporum parvilimbum,F01234,I
Pittosporum perglabratum,F01237,I
Pittosporum perryanum,F01238,I
Pittosporum planilobum,F01239,I
Pittosporum pulchrum,F01241,I
Pittosporum qinlingense,F01242,I
Pittosporum reflexisepalum,F01243,I
Pittosporum rehderianum,F01244,I
Pittosporum saxicola,F01245,D
Pittosporum subulisepalum,F01246,I
Pittosporum tenuivalvatum,F01247,I
Pittosporum tobira,F01248,I
Pittosporum tonkinense,F01249,I
Pittosporum trigonocarpum,F01250,I
Pittosporum truncatum,F01251,D
Pittosporum tubiflorum,F01252,I
Pittosporum undulatifolium,F01253,I
Pittosporum viburnifolium,F01254,I
Pittosporum xylocarpum,F01255,I
Torricellia angulata,F01256,I
Torricellia intermedia,F01257,I
Torricellia tiliifolia,F01258,I
Ilex aculeolata,F01259,D
Ilex angulata,F01260,D
Ilex arisanensis,F01261,D
Ilex asprella,F01262,D
Ilex atrata,F01263,D
Ilex austrosinensis,F01264,D
Ilex bidens,F01265,D
Ilex bioritsensis,F01266,D
Ilex brachyphylla,F01267,D
Ilex buergeri,F01268,D
Ilex buxoides,F01269,D
Ilex cauliflora,F01271,D
Ilex centrochinensis,F01272,D
Ilex chamaebuxus,F01273,D
Ilex championii,F01274,D
Ilex chapaensis,F01275,D
Ilex chartaceifolia,F01276,D
Ilex chengbuensis,F01278,D
Ilex chengkouensis,F01279,D
Ilex cheniana,F01280,D
Ilex chinensis,F01281,D
Ilex chingiana,F01282,D
Ilex chuniana,F01283,D
Ilex ciliospinosa,F01284,D
Ilex cinerea,F01285,D
Ilex cochinchinensis,F01286,D
Ilex confertiflora,F01287,D
Ilex corallina,F01288,D
Ilex cornuta,F01289,D
Ilex crenata,F01290,D
Ilex cupreonitens,F01291,D
Ilex cyrtura,F01292,D
Ilex dasyclada,F01293,I
Ilex dasyphylla,F01294,D
Ilex dehongensis,F01295,D
Ilex delavayi,F01296,D
Ilex denticulata,F01297,D
Ilex dianguiensis,F01298,I
Ilex dicarpa,F01299,D
Ilex dipyrena,F01300,D
Ilex dolichopoda,F01301,D
Ilex dunniana,F01302,D
Ilex editicostata,F01303,D
Ilex elmerrilliana,F01304,D
Ilex estriata,F01305,D
Ilex euryoides,F01306,D
Ilex excelsa,F01307,D
Ilex fargesii,F01308,D
Ilex fengqingensis,F01309,D
Ilex ferruginea,F01310,D
Ilex ficifolia,F01311,D
Ilex ficoidea,F01312,D
Ilex formosana,F01313,D
Ilex forrestii,F01314,D
Ilex fragilis,F01315,D
Ilex franchetiana,F01316,D
Ilex fukienensis,F01317,D
Ilex georgei,F01318,D
Ilex gintungensis,F01319,D
Ilex glomerata,F01320,D
Ilex godajam,F01321,D
Ilex goshiensis,F01322,I
Ilex graciliflora,F01323,D
Ilex gracilis,F01324,D
Ilex guangnanensis,F01325,D
Ilex guizhouensis,F01327,D
Ilex hainanensis,F01328,D
Ilex hanceana,F01329,D
Ilex hayatana,F01330,D
Ilex hirsuta,F01331,D
Ilex hookeri,F01332,D
Ilex huana,F01333,D
Ilex hylonoma,F01334,D
Ilex integra,F01335,D
Ilex intermedia,F01336,D
Ilex intricata,F01337,D
Ilex jiaolingensis,F01339,D
Ilex jinyunensis,F01341,D
Ilex jiuwanshanensis,F01342,D
Ilex kaushue,F01343,D
Ilex kengii,F01344,D
Ilex kiangsiensis,F01345,D
Ilex kobuskiana,F01346,D
Ilex kunmingensis,F01347,D
Ilex kusanoi,F01348,D
Ilex kwangtungensis,F01349,D
Ilex lancilimba,F01350,D
Ilex latifolia,F01351,D
Ilex latifrons,F01352,D
Ilex liana,F01353,D
Ilex liangii,F01354,D
Ilex linii,F01356,D
Ilex litseifolia,F01357,D
Ilex lohfauensis,F01358,D
Ilex longecaudata,F01359,D
Ilex longzhouensis,F01360,D
Ilex lonicerifolia,F01361,I
Ilex ludianensis,F01362,D
Ilex machilifolia,F01363,D
Ilex maclurei,F01364,D
Ilex macrocarpa,F01365,D
Ilex macropoda,F01366,D
Ilex macrostigma,F01367,D
Ilex mamillata,F01368,D
Ilex manneiensis,F01369,D
Ilex maximowicziana,F01370,D
Ilex medogensis,F01371,I
Ilex melanophylla,F01372,D
Ilex melanotricha,F01373,D
Ilex memecylifolia,F01374,D
Ilex metabaptista,F01375,D
Ilex micrococca,F01376,D
Ilex micropyrena,F01377,D
Ilex miguensis,F01378,D
Ilex nanchuanensis,F01379,D
Ilex nanningensis,F01380,D
Ilex ningdeensis,F01382,D
Ilex nitidissima,F01383,D
Ilex nothofagifolia,F01384,D
Ilex nubicola,F01385,D
Ilex nuculicava,F01386,D
Ilex occulta,F01387,D
Ilex oligodonta,F01388,D
Ilex omeiensis,F01389,D
Ilex pedunculosa,F01390,D
Ilex peiradena,F01391,D
Ilex pentagona,F01392,I
Ilex perlata,F01393,D
Ilex pernyi,F01394,D
Ilex perryana,F01395,D
Ilex pingnanensis,F01397,D
Ilex polyneura,F01398,I
Ilex polypyrena,F01399,D
Ilex pseudomachilifolia,F01400,D
Ilex pubescens,F01401,D
Ilex pubigera,F01402,D
Ilex pubilimba,F01403,D
Ilex punctatilimba,F01404,D
Ilex pyrifolia,F01405,D
Ilex qianlingshanensis,F01406,D
Ilex qingyuanensis,F01407,D
Ilex rarasanensis,F01408,I
Ilex reticulata,F01409,D
Ilex retusifolia,F01410,D
Ilex robusta,F01411,D
Ilex robustinervosa,F01412,D
Ilex rockii,F01413,D
Ilex rotunda,F01414,D
Ilex salicina,F01415,D
Ilex saxicola,F01417,D
Ilex serrata,F01418,D
Ilex shennongjiaensis,F01419,D
Ilex shimeica,F01420,D
Ilex sikkimensis,F01422,D
Ilex sinica,F01423,D
Ilex sterrophylla,F01424,D
Ilex stewardii,F01425,D
Ilex strigillosa,F01426,D
Ilex suaveolens,F01427,D
Ilex subcoriacea,F01428,D
Ilex subcrenata,F01429,D
Ilex subficoidea,F01430,D
Ilex sublongecaudata,F01431,D
Ilex subodorata,F01432,D
Ilex subrugosa,F01433,D
Ilex sugerokii,F01434,D
Ilex suichangensis,F01435,I
Ilex suzukii,F01436,D
Ilex synpyrena,F01437,D
Ilex syzygiophylla,F01438,D
Ilex szechwanensis,F01439,D
Ilex tamii,F01441,D
Ilex tenuis,F01442,D
Ilex tetramera,F01443,D
Ilex trichocarpa,F01444,D
Ilex triflora,F01445,D
Ilex tsangii,F01446,D
Ilex tsiangiana,F01447,D
Ilex tsoi,F01448,D
Ilex tugitakayamensis,F01449,D
Ilex tutcheri,F01450,D
Ilex umbellulata,F01451,D
Ilex uraiensis,F01452,D
Ilex venosa,F01453,I
Ilex venulosa,F01454,D
Ilex verisimilis,F01456,D
Ilex viridis,F01457,D
Ilex wangiana,F01458,D
Ilex wardii,F01459,D
Ilex wattii,F01460,D
Ilex wenchowensis,F01461,D
Ilex wilsonii,F01462,D
Ilex wuana,F01463,D
Ilex wugongshanensis,F01464,D
Ilex xiaojinensis,F01465,I
Ilex xizangensis,F01466,D
Ilex yangchunensis,F01467,D
Ilex yuana,F01468,D
Ilex yunnanensis,F01469,D
Ilex zhejiangensis,F01470,D
Ilex × dabieshanensis,F01471,D
Cardiopteris quinqueloba,F01473,D
Gonocaryum calleryanum,F01474,I
Gonocaryum lobbianum,F01475,I
Helwingia chinensis,F01476,I
Helwingia himalaica,F01477,I
Helwingia japonica,F01478,I
Helwingia omeiensis,F01479,D
Gomphandra luzoniensis,F01480,D
Gomphandra mollis,F01481,D
Gomphandra tetrandra,F01482,D
Archontophoenix alexandrae,F01483,I
Areca catechu,F01484,I
Areca triandra,F01485,I
Arenga caudata,F01486,I
Arenga engleri,F01487,I
Arenga longicarpa,F01488,I
Arenga micrantha,F01489,I
Arenga pinnata,F01490,I
Arenga westerhoutii,F01491,I
Borassus flabellifer,F01492,I
Butia capitata,F01493,I
Calamus acanthospathus,F01494,I
Calamus albidus,F01495,I
Calamus austroguangxiensis,F01496,I
Calamus beccarii,F01497,I
Calamus compsostachys,F01498,I
Calamus dianbaiensis,F01499,I
Calamus egregius,F01500,I
Calamus erectus,F01501,I
Calamus flagellum,F01502,I
Calamus formosanus,F01503,I
Calamus gracilis,F01504,I
Calamus guruba,F01505,I
Calamus hainanensis,F01506,I
Calamus henryanus,F01507,I
Calamus inermis,F01508,I
Calamus macrorrhynchus,F01509,I
Calamus melanochrous,F01510,I
Calamus multispicatus,F01511,I
Calamus oxycarpus,F01512,I
Calamus rhabdocladus,F01513,I
Calamus simplicifolius,F01514,I
Calamus siphonospathus,F01515,I
Calamus tetradactyloides,F01516,I
Calamus tetradactylus,F01517,I
Calamus thysanolepis,F01518,I
Calamus viminalis,F01519,I
Calamus walkeri,F01520,I
Calamus wuliangshanensis,F01521,I
Caryota maxima,F01522,I
Caryota mitis,F01523,I
Caryota monostachya,F01524,I
Caryota obtusa,F01525,I
Chuniophoenix hainanensis,F01526,I
Chuniophoenix humilis,F01527,I
Cocos nucifera,F01528,I
Dypsis lutescens,F01530,I
Elaeis guineensis,F01531,I
Guihaia argyrata,F01532,I
Guihaia grossifibrosa,F01533,I
Guihaia heterosquama,F01534,I
